1 0.023552 0.023936 0.023552
2 0.024568 0.025348 0.024056
4 0.024712 0.024948 0.024584
8 0.023812 0.026112 0.024584
16 0.025076 0.029172 0.026624
32 0.029176 0.039428 0.030332
64 0.037716 0.05806 0.036748
