RUsi7,global,128,1,0.021504
RUsi7,global,128,1,0.022528
RUsi7,global,128,1,0.0256
RUsi7,global,128,1,0.022528
RUsi7,global,128,1,0.022528
RUsi7,global,128,1,0.021504
RUsi7,global,128,1,0.028672
RUsi7,global,128,1,0.023552
RUsi7,global,128,2,0.024576
RUsi7,global,128,2,0.024576
RUsi7,global,128,2,0.021504
RUsi7,global,128,2,0.025536
RUsi7,global,128,2,0.027648
RUsi7,global,128,2,0.022528
RUsi7,global,128,2,0.022528
RUsi7,global,128,2,0.027648
RUsi7,global,128,4,0.022528
RUsi7,global,128,4,0.026624
RUsi7,global,128,4,0.023552
RUsi7,global,128,4,0.027648
RUsi7,global,128,4,0.027648
RUsi7,global,128,4,0.0256
RUsi7,global,128,4,0.021504
RUsi7,global,128,4,0.022592
RUsi7,global,128,8,0.023552
RUsi7,global,128,8,0.023552
RUsi7,global,128,8,0.02256
RUsi7,global,128,8,0.0256
RUsi7,global,128,8,0.0256
RUsi7,global,128,8,0.024576
RUsi7,global,128,8,0.022528
RUsi7,global,128,8,0.022528
RUsi7,global,128,16,0.027648
RUsi7,global,128,16,0.026528
RUsi7,global,128,16,0.022528
RUsi7,global,128,16,0.023552
RUsi7,global,128,16,0.024576
RUsi7,global,128,16,0.026624
RUsi7,global,128,16,0.024576
RUsi7,global,128,16,0.024576
RUsi7,global,128,32,0.030656
RUsi7,global,128,32,0.027648
RUsi7,global,128,32,0.029696
RUsi7,global,128,32,0.03072
RUsi7,global,128,32,0.03072
RUsi7,global,128,32,0.027648
RUsi7,global,128,32,0.028672
RUsi7,global,128,32,0.027648
RUsi7,global,128,64,0.035456
RUsi7,global,128,64,0.039232
RUsi7,global,128,64,0.036896
RUsi7,global,128,64,0.03792
RUsi7,global,128,64,0.042112
RUsi7,global,128,64,0.037184
RUsi7,global,128,64,0.036896
RUsi7,global,128,64,0.036032
RUsi7,shared,128,1,0.024576
RUsi7,shared,128,1,0.023552
RUsi7,shared,128,1,0.024544
RUsi7,shared,128,1,0.02256
RUsi7,shared,128,1,0.022528
RUsi7,shared,128,1,0.0256
RUsi7,shared,128,1,0.024576
RUsi7,shared,128,1,0.023552
RUsi7,shared,128,2,0.027648
RUsi7,shared,128,2,0.024576
RUsi7,shared,128,2,0.021536
RUsi7,shared,128,2,0.026624
RUsi7,shared,128,2,0.027648
RUsi7,shared,128,2,0.022528
RUsi7,shared,128,2,0.027648
RUsi7,shared,128,2,0.024576
RUsi7,shared,128,4,0.0256
RUsi7,shared,128,4,0.023488
RUsi7,shared,128,4,0.022528
RUsi7,shared,128,4,0.023552
RUsi7,shared,128,4,0.027648
RUsi7,shared,128,4,0.02864
RUsi7,shared,128,4,0.024576
RUsi7,shared,128,4,0.023552
RUsi7,shared,128,8,0.0256
RUsi7,shared,128,8,0.026624
RUsi7,shared,128,8,0.023552
RUsi7,shared,128,8,0.023552
RUsi7,shared,128,8,0.028672
RUsi7,shared,128,8,0.027648
RUsi7,shared,128,8,0.029696
RUsi7,shared,128,8,0.023552
RUsi7,shared,128,16,0.033792
RUsi7,shared,128,16,0.031744
RUsi7,shared,128,16,0.0296
RUsi7,shared,128,16,0.0256
RUsi7,shared,128,16,0.026624
RUsi7,shared,128,16,0.028672
RUsi7,shared,128,16,0.027648
RUsi7,shared,128,16,0.029696
RUsi7,shared,128,32,0.036864
RUsi7,shared,128,32,0.038912
RUsi7,shared,128,32,0.04096
RUsi7,shared,128,32,0.03792
RUsi7,shared,128,32,0.04096
RUsi7,shared,128,32,0.04096
RUsi7,shared,128,32,0.039936
RUsi7,shared,128,32,0.038912
RUsi7,shared,128,64,0.06032
RUsi7,shared,128,64,0.06032
RUsi7,shared,128,64,0.056832
RUsi7,shared,128,64,0.056512
RUsi7,shared,128,64,0.056064
RUsi7,shared,128,64,0.0568
RUsi7,shared,128,64,0.057792
RUsi7,shared,128,64,0.05984
RUsi7,register,128,1,0.024576
RUsi7,register,128,1,0.023552
RUsi7,register,128,1,0.023552
RUsi7,register,128,1,0.02048
RUsi7,register,128,1,0.0256
RUsi7,register,128,1,0.023552
RUsi7,register,128,1,0.023552
RUsi7,register,128,1,0.023552
RUsi7,register,128,2,0.022528
RUsi7,register,128,2,0.023552
RUsi7,register,128,2,0.023552
RUsi7,register,128,2,0.026624
RUsi7,register,128,2,0.023552
RUsi7,register,128,2,0.024512
RUsi7,register,128,2,0.023552
RUsi7,register,128,2,0.024576
RUsi7,register,128,4,0.026624
RUsi7,register,128,4,0.023616
RUsi7,register,128,4,0.023552
RUsi7,register,128,4,0.0256
RUsi7,register,128,4,0.024576
RUsi7,register,128,4,0.023552
RUsi7,register,128,4,0.0256
RUsi7,register,128,4,0.023552
RUsi7,register,128,8,0.022528
RUsi7,register,128,8,0.032768
RUsi7,register,128,8,0.022592
RUsi7,register,128,8,0.023552
RUsi7,register,128,8,0.023552
RUsi7,register,128,8,0.022528
RUsi7,register,128,8,0.024576
RUsi7,register,128,8,0.024576
RUsi7,register,128,16,0.033792
RUsi7,register,128,16,0.023552
RUsi7,register,128,16,0.028672
RUsi7,register,128,16,0.023552
RUsi7,register,128,16,0.028672
RUsi7,register,128,16,0.024576
RUsi7,register,128,16,0.026624
RUsi7,register,128,16,0.023552
RUsi7,register,128,32,0.032768
RUsi7,register,128,32,0.032768
RUsi7,register,128,32,0.028672
RUsi7,register,128,32,0.027648
RUsi7,register,128,32,0.032768
RUsi7,register,128,32,0.030656
RUsi7,register,128,32,0.027648
RUsi7,register,128,32,0.029728
RUsi7,register,128,64,0.036448
RUsi7,register,128,64,0.035904
RUsi7,register,128,64,0.038528
RUsi7,register,128,64,0.035712
RUsi7,register,128,64,0.037472
RUsi7,register,128,64,0.038752
RUsi7,register,128,64,0.035584
RUsi7,register,128,64,0.035584
